-1,0.34694,0.13333
8,0.48077,0.37037
0,0.45283,0.34783
5,0.41026,0.41176
2,0.37255,0.2381
-1,0.375,0.26087
1,0.33333,0.625
1,0.42222,0.21053
3,0.45283,0.27273
2,0.41026,0.38462
3,0.45283,0.40909
-3,0.35417,0.3125
8,0.55263,0.52632
13,0.57407,0.88462
-3,0.34,0.12
2,0.47059,0.24
1,0.39623,0.035714
0,0.35417,0
0,0.30612,0
1,0.41304,0.26316
-1,0.44737,0
3,0.46,0.18182
4,0.48,0.2381
